work_id,duplicate_score,is_duplicate_flagged,duplicate_group_id,duplicate_group_size,best_match_work_id,geo_cluster_id,semantic_similarity,cost_similarity,date_proximity,geo_proximity,geo_distance_km,geo_precision_pair
C_134703,0.0,False,-1,1,,0,,,,,,
C_135593,0.8417248284004913,True,1,2,C_135595,0,0.9535661,0.9963174970859225,1.0,1.0,0.0,coarse_region_centroid
C_135595,0.8417248284004913,True,1,2,C_135593,0,0.9535661,0.9963174970859225,1.0,1.0,0.0,coarse_region_centroid
C_135639,0.0,False,-1,1,,0,,,,,,
C_135640,0.7258192908992768,True,3,4,C_135641,0,0.7938096,0.85612,1.0,1.0,0.0,coarse_region_centroid
C_135641,0.7258192908992768,True,3,4,C_135640,0,0.7938096,0.85612,1.0,1.0,0.0,coarse_region_centroid
C_135642,0.6789525357289342,True,3,4,C_135641,0,0.8054161,0.8454239394614571,0.48888888888888893,1.0,0.0,coarse_region_centroid
C_135643,0.6640560917854309,True,3,4,C_135642,0,0.9928292,0.0,1.0,1.0,0.0,coarse_region_centroid
C_135645,0.0,False,-1,1,,0,,,,,,
C_135646,0.0,False,-1,1,,0,,,,,,
C_135647,0.698132994740268,True,6,46,C_136191,0,0.8437581,0.9803300623549042,0.19999999999999996,1.0,0.0,coarse_region_centroid
C_135648,0.8202808839842205,True,6,46,C_135650,0,0.91426146,0.997185433886709,1.0,1.0,0.0,coarse_region_centroid
C_135649,0.6748027015173694,True,6,46,C_135651,0,0.8749479,0.8779067673505648,0.0,1.0,0.0,coarse_region_centroid
C_135650,0.8202808839842205,True,6,46,C_135648,0,0.91426146,0.997185433886709,1.0,1.0,0.0,coarse_region_centroid
C_135651,0.8110506109076013,True,6,46,C_135652,0,0.8984783,0.9944375747826052,1.0,1.0,0.0,coarse_region_centroid
C_135652,0.8110506109076013,True,6,46,C_135651,0,0.8984783,0.9944375747826052,1.0,1.0,0.0,coarse_region_centroid
C_135654,0.7811833097267314,True,6,46,C_135651,0,0.8438492,0.9953312977791651,1.0,1.0,0.0,coarse_region_centroid
C_135655,0.780718966190842,True,6,46,C_135656,0,0.8636433,0.9385757872702042,1.0,1.0,0.0,coarse_region_centroid
C_135656,0.780718966190842,True,6,46,C_135655,0,0.8636433,0.9385757872702042,1.0,1.0,0.0,coarse_region_centroid
C_135772,0.0,False,-1,1,,1,,,,,,
C_135773,0.0,False,-1,1,,1,,,,,,
C_136185,0.0,False,-1,1,,0,,,,,,
C_136186,0.7477421020955121,True,6,46,C_136187,0,0.80781484,0.9272196206898862,1.0,1.0,0.0,coarse_region_centroid
C_136187,0.7477421020955121,True,6,46,C_136186,0,0.80781484,0.9272196206898862,1.0,1.0,0.0,coarse_region_centroid
C_136188,0.6722287131404252,True,10,4,C_136197,0,0.6992185,0.8482926588532185,1.0,1.0,0.0,coarse_region_centroid
C_136189,0.7751880923428891,True,6,46,C_135654,0,0.8756678,0.922298397646393,0.9111111111111111,1.0,0.0,coarse_region_centroid
C_136190,0.6691722128793929,True,11,3,R_301197,0,0.82053936,0.9993777777777778,0.0,1.0,0.0,coarse_region_centroid
C_136191,0.8516600255163147,True,6,46,C_136192,0,0.9713884,0.9969820733823546,1.0,1.0,0.0,coarse_region_centroid
C_136192,0.8516600255163147,True,6,46,C_136191,0,0.9713884,0.9969820733823546,1.0,1.0,0.0,coarse_region_centroid
C_136193,0.0,False,-1,1,,0,,,,,,
C_136194,0.6828322800019871,True,6,46,C_136189,0,0.753353,0.9191072579321717,0.6666666666666667,1.0,0.0,coarse_region_centroid
C_136195,0.0,False,-1,1,,0,,,,,,
C_136196,0.0,False,-1,1,,0,,,,,,
C_136197,0.6722287131404252,True,10,4,C_136188,0,0.6992185,0.8482926588532185,1.0,1.0,0.0,coarse_region_centroid
C_136198,0.0,False,-1,1,,0,,,,,,
C_136202,0.8330085202127092,True,6,46,C_136203,0,0.9646424,0.92227589650422,1.0,1.0,0.0,coarse_region_centroid
C_136203,0.8330085202127092,True,6,46,C_136202,0,0.9646424,0.92227589650422,1.0,1.0,0.0,coarse_region_centroid
C_136204,0.7372792715416648,True,6,46,C_136205,0,0.8617239,0.7266556033424031,1.0,1.0,0.0,coarse_region_centroid
C_136205,0.7372792715416648,True,6,46,C_136204,0,0.8617239,0.7266556033424031,1.0,1.0,0.0,coarse_region_centroid
C_136493,0.0,False,-1,1,,2,,,,,,
C_136494,0.0,False,-1,1,,2,,,,,,
C_136495,0.0,False,-1,1,,2,,,,,,
C_137047,0.8680000119209289,True,19,50,C_137079,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137048,0.8680000119209289,True,19,50,C_137083,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137049,0.8680000119209289,True,19,50,C_137048,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137050,0.8680000119209289,True,19,50,C_137087,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137051,0.8680000119209289,True,19,50,C_137047,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137052,0.8680000119209289,True,19,50,C_137047,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137053,0.8657777896987067,True,19,50,C_137054,3,1.0,1.0,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_137054,0.8680000119209289,True,19,50,C_137071,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137055,0.8635555674764845,True,19,50,C_137077,3,1.0,1.0,0.9555555555555556,1.0,0.0,coarse_region_centroid
C_137056,0.8680000119209289,True,19,50,C_137064,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137057,0.8680000119209289,True,19,50,C_137070,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137058,0.8680000119209289,True,19,50,C_137091,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137059,0.8680000119209289,True,19,50,C_137054,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137060,0.8680000119209289,True,19,50,C_137065,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137061,0.8680000119209289,True,19,50,C_137070,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137062,0.8680000119209289,True,19,50,C_137061,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137063,0.8657777896987067,True,19,50,C_137065,3,1.0,1.0,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_137064,0.8680000119209289,True,19,50,C_137073,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137065,0.8680000119209289,True,19,50,C_137071,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137066,0.8680000119209289,True,19,50,C_137092,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137067,0.8680000119209289,True,19,50,C_137061,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137068,0.8680000119209289,True,19,50,C_137066,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137069,0.8680000119209289,True,19,50,C_137064,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137070,0.8680000119209289,True,19,50,C_137061,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137071,0.8680000119209289,True,19,50,C_137065,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137072,0.8680000119209289,True,19,50,C_137065,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137073,0.8680000119209289,True,19,50,C_137064,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137074,0.8680000119209289,True,19,50,C_137047,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137075,0.8680000119209289,True,19,50,C_137078,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137076,0.8680000119209289,True,19,50,C_137079,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137077,0.8635555674764845,True,19,50,C_137055,3,1.0,1.0,0.9555555555555556,1.0,0.0,coarse_region_centroid
C_137078,0.8680000119209289,True,19,50,C_137079,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137079,0.8680000119209289,True,19,50,C_137078,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137080,0.8657777896987067,True,19,50,C_137078,3,1.0,1.0,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_137082,0.8568889008098178,True,19,50,C_137086,3,1.0,1.0,0.8888888888888888,1.0,0.0,coarse_region_centroid
C_137083,0.8680000119209289,True,19,50,C_137085,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137084,0.8657777896987067,True,19,50,C_137083,3,1.0,1.0,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_137085,0.8680000119209289,True,19,50,C_137083,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137086,0.8568889008098178,True,19,50,C_137082,3,1.0,1.0,0.8888888888888888,1.0,0.0,coarse_region_centroid
C_137087,0.8680000119209289,True,19,50,C_137090,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137089,0.8680000119209289,True,19,50,C_137092,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137090,0.8680000119209289,True,19,50,C_137087,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137091,0.8680000119209289,True,19,50,C_137095,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137092,0.8680000119209289,True,19,50,C_137095,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137093,0.8657777896987067,True,19,50,C_137078,3,1.0,1.0,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_137094,0.8680000119209289,True,19,50,C_137062,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137095,0.8680000119209289,True,19,50,C_137092,3,1.0,1.0,1.0,1.0,0.0,coarse_region_centroid
C_137584,0.0,False,-1,1,,0,,,,,,
C_138161,0.0,False,-1,1,,2,,,,,,
C_138858,0.0,False,-1,1,,4,,,,,,
C_139517,0.7638191430354159,True,6,46,C_139518,0,0.9664285,0.9603061787539259,0.2222222222222222,1.0,0.0,coarse_region_centroid
C_139518,0.7638191430354159,True,6,46,C_139517,0,0.9664285,0.9603061787539259,0.2222222222222222,1.0,0.0,coarse_region_centroid
C_139520,0.6739435398399634,True,6,46,C_139528,0,0.7125788,0.9979038200543004,0.6444444444444444,1.0,0.0,coarse_region_centroid
C_139521,0.0,False,-1,1,,0,,,,,,
C_139524,0.0,False,-1,1,,0,,,,,,
C_139525,0.0,False,-1,1,,0,,,,,,
C_139526,0.0,False,-1,1,,0,,,,,,
C_139527,0.0,False,-1,1,,0,,,,,,
C_139528,0.6739435398399634,True,6,46,C_139520,0,0.7125788,0.9979038200543004,0.6444444444444444,1.0,0.0,coarse_region_centroid
C_139529,0.7518152168461292,True,28,2,C_139530,0,0.9384221,0.5884152046186768,1.0,1.0,0.0,coarse_region_centroid
C_139530,0.7518152168461292,True,28,2,C_139529,0,0.9384221,0.5884152046186768,1.0,1.0,0.0,coarse_region_centroid
C_139531,0.0,False,-1,1,,0,,,,,,
C_139532,0.0,False,-1,1,,0,,,,,,
C_139533,0.0,False,-1,1,,0,,,,,,
C_140143,0.0,False,-1,1,,5,,,,,,
C_140236,0.0,False,-1,1,,5,,,,,,
C_140440,0.0,False,-1,1,,1,,,,,,
C_140441,0.0,False,-1,1,,1,,,,,,
C_140442,0.0,False,-1,1,,1,,,,,,
C_141505,0.0,False,-1,1,,0,,,,,,
C_141508,0.0,False,-1,1,,0,,,,,,
C_141509,0.0,False,-1,1,,0,,,,,,
C_141510,0.0,False,-1,1,,0,,,,,,
C_141511,0.7552301660084867,True,6,46,C_141518,0,0.7970191,0.9943481197477096,1.0,1.0,0.0,coarse_region_centroid
C_141518,0.7552301660084867,True,6,46,C_141511,0,0.7970191,0.9943481197477096,1.0,1.0,0.0,coarse_region_centroid
C_141549,0.0,False,-1,1,,0,,,,,,
C_141557,0.6709595264809927,True,6,46,R_299170,0,0.8381276,0.9599466666666666,0.0,1.0,0.0,coarse_region_centroid
C_141559,0.7995301616552529,True,42,2,C_141560,0,0.96975255,0.7408311166182443,1.0,1.0,0.0,coarse_region_centroid
C_141560,0.7995301616552529,True,42,2,C_141559,0,0.96975255,0.7408311166182443,1.0,1.0,0.0,coarse_region_centroid
C_141561,0.8180442472056055,True,43,2,C_141562,0,0.99059963,0.7760723069089175,1.0,1.0,0.0,coarse_region_centroid
C_141562,0.8180442472056055,True,43,2,C_141561,0,0.99059963,0.7760723069089175,1.0,1.0,0.0,coarse_region_centroid
C_141766,0.0,False,-1,1,,0,,,,,,
C_141769,0.0,False,-1,1,,0,,,,,,
C_141771,0.0,False,-1,1,,0,,,,,,
C_141772,0.0,False,-1,1,,0,,,,,,
C_141773,0.0,False,-1,1,,0,,,,,,
C_141947,0.0,False,-1,1,,0,,,,,,
C_143789,0.0,False,-1,1,,1,,,,,,
C_144431,0.0,False,-1,1,,6,,,,,,
C_146045,0.8501488553842969,True,52,3,C_146047,1,0.99815613,0.915814784447882,1.0,1.0,0.0,coarse_region_centroid
C_146046,0.8616786695780421,True,52,3,C_146047,1,0.9895637,0.99709322276814,1.0,1.0,0.0,coarse_region_centroid
C_146047,0.8616786695780421,True,52,3,C_146046,1,0.9895637,0.99709322276814,1.0,1.0,0.0,coarse_region_centroid
C_146049,0.0,False,-1,1,,1,,,,,,
C_146057,0.0,False,-1,1,,1,,,,,,
C_146727,0.6583800624404073,True,6,46,C_139520,0,0.7944795,0.828192738258368,0.37777777777777777,1.0,0.0,coarse_region_centroid
C_146745,0.0,False,-1,1,,0,,,,,,
C_146763,0.0,False,-1,1,,0,,,,,,
C_146805,0.0,False,-1,1,,0,,,,,,
C_146806,0.0,False,-1,1,,0,,,,,,
C_146807,0.0,False,-1,1,,0,,,,,,
C_147045,0.0,False,-1,1,,7,,,,,,
C_147047,0.6949637293884839,True,61,2,C_168896,7,0.7910566,0.9983019143026824,0.4222222222222223,1.0,0.0,coarse_region_centroid
C_147048,0.0,False,-1,1,,7,,,,,,
C_147049,0.0,False,-1,1,,7,,,,,,
C_147244,0.0,False,-1,1,,3,,,,,,
C_147336,0.0,False,-1,1,,2,,,,,,
C_147337,0.0,False,-1,1,,2,,,,,,
C_147338,0.0,False,-1,1,,2,,,,,,
C_147339,0.0,False,-1,1,,2,,,,,,
C_147340,0.0,False,-1,1,,2,,,,,,
C_147341,0.7110976003857945,True,70,89,C_178536,2,0.7830167,0.956636571777775,0.7111111111111111,1.0,0.0,coarse_region_centroid
C_147537,0.8207802731283691,True,71,4,C_147539,1,0.9142965,0.9995858200829162,1.0,1.0,0.0,coarse_region_centroid
C_147538,0.811679952195415,True,71,4,C_147537,1,0.8976922,0.9997461416876768,1.0,1.0,0.0,coarse_region_centroid
C_147539,0.8660810513413635,True,71,4,C_147540,1,0.996545,0.9999064755025939,1.0,1.0,0.0,coarse_region_centroid
C_147540,0.8660810513413635,True,71,4,C_147539,1,0.996545,0.9999064755025939,1.0,1.0,0.0,coarse_region_centroid
C_147605,0.8000111174566228,True,72,2,C_147606,1,0.9979269,0.6768678230623463,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_147606,0.8000111174566228,True,72,2,C_147605,1,0.9979269,0.6768678230623463,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_147861,0.0,False,-1,1,,2,,,,,,
C_148599,0.834263358247389,True,74,6,C_148600,1,0.9538059,0.958350322902747,1.0,1.0,0.0,coarse_region_centroid
C_148600,0.834263358247389,True,74,6,C_148599,1,0.9538059,0.958350322902747,1.0,1.0,0.0,coarse_region_centroid
C_148601,0.8266114145561346,True,74,6,C_148602,1,0.9407715,0.9559353476982758,1.0,1.0,0.0,coarse_region_centroid
C_148602,0.8266114145561346,True,74,6,C_148601,1,0.9407715,0.9559353476982758,1.0,1.0,0.0,coarse_region_centroid
C_148900,0.0,False,-1,1,,2,,,,,,
C_148901,0.0,False,-1,1,,2,,,,,,
C_148903,0.0,False,-1,1,,2,,,,,,
C_148904,0.0,False,-1,1,,2,,,,,,
C_148905,0.7190101720677148,True,70,89,C_178548,2,0.7828973,0.9187499249906989,0.8666666666666667,1.0,0.0,coarse_region_centroid
C_149689,0.7318133452542623,True,79,2,R_896,5,1.0,0.8190666666666666,0.0,1.0,0.0,coarse_region_centroid
C_149697,0.8636967949867248,True,80,3,C_149698,5,0.992176,1.0,1.0,1.0,0.0,coarse_region_centroid
C_149698,0.8636967949867248,True,80,3,C_149697,5,0.992176,1.0,1.0,1.0,0.0,coarse_region_centroid
C_149699,0.6631626181602478,True,80,3,C_149698,5,0.99120474,0.0,1.0,1.0,0.0,coarse_region_centroid
C_149700,0.0,False,-1,1,,5,,,,,,
C_149701,0.7474459946378694,True,82,2,C_149702,5,0.7895464,0.9759774542970591,1.0,1.0,0.0,coarse_region_centroid
C_149702,0.7474459946378694,True,82,2,C_149701,5,0.7895464,0.9759774542970591,1.0,1.0,0.0,coarse_region_centroid
C_150013,0.7564473490965102,True,6,46,C_136189,0,0.8877113,0.9176972847440512,0.6666666666666667,1.0,0.0,coarse_region_centroid
C_150014,0.7704348241407383,True,6,46,C_136189,0,0.825914,0.9909105213079396,1.0,1.0,0.0,coarse_region_centroid
C_150015,0.7054345615528549,True,6,46,C_136204,0,0.728243,0.9345045760385815,1.0,1.0,0.0,coarse_region_centroid
C_150352,0.69949701794074,True,83,2,R_229765,1,0.7686293,0.9048655913978495,0.7777777777777778,1.0,0.0,coarse_region_centroid
C_150354,0.0,False,-1,1,,1,,,,,,
C_150355,0.7679998927116394,True,85,2,R_898,2,0.9999998,1.0,0.0,1.0,0.0,coarse_region_centroid
C_150356,0.7680000119209289,True,86,8,R_899,2,1.0,1.0,0.0,1.0,0.0,coarse_region_centroid
C_150357,0.7680000119209289,True,86,8,R_900,2,1.0,1.0,0.0,1.0,0.0,coarse_region_centroid
C_150359,0.7680000119209289,True,86,8,R_902,2,1.0,1.0,0.0,1.0,0.0,coarse_region_centroid
C_150709,0.0,False,-1,1,,1,,,,,,
C_151569,0.0,False,-1,1,,7,,,,,,
C_151570,0.0,False,-1,1,,7,,,,,,
C_151574,0.0,False,-1,1,,7,,,,,,
C_151577,0.0,False,-1,1,,7,,,,,,
C_152035,0.0,False,-1,1,,2,,,,,,
C_152036,0.0,False,-1,1,,2,,,,,,
C_152096,0.8679999523162841,True,94,11,C_152141,8,0.99999994,1.0,1.0,1.0,0.0,coarse_region_centroid
C_152141,0.8679999523162841,True,94,11,C_152145,8,0.99999994,1.0,1.0,1.0,0.0,coarse_region_centroid
C_152145,0.8679999523162841,True,94,11,C_152141,8,0.99999994,1.0,1.0,1.0,0.0,coarse_region_centroid
C_152155,0.7680000119209289,True,95,2,R_909,2,1.0,1.0,0.0,1.0,0.0,coarse_region_centroid
C_152486,0.8440466099482798,True,96,2,C_152487,1,0.97714496,0.9430842999130606,1.0,1.0,0.0,coarse_region_centroid
C_152487,0.8440466099482798,True,96,2,C_152486,1,0.97714496,0.9430842999130606,1.0,1.0,0.0,coarse_region_centroid
C_152577,0.0,False,-1,1,,7,,,,,,
C_152580,0.0,False,-1,1,,7,,,,,,
C_152581,0.8381463413940076,True,99,2,C_152583,7,0.9613795,0.9680489967463098,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_152583,0.8381463413940076,True,99,2,C_152581,7,0.9613795,0.9680489967463098,0.9777777777777777,1.0,0.0,coarse_region_centroid
C_152587,0.0,False,-1,1,,7,,,,,,
C_152617,0.0,False,-1,1,,9,,,,,,
C_154261,0.6718422070032756,True,102,2,R_157138,9,0.83630276,0.9693783333333333,0.0,1.0,0.0,coarse_region_centroid
C_154381,0.0,False,-1,1,,0,,,,,,
C_154784,0.0,False,-1,1,,1,,,,,,
C_156718,0.7088620252316087,True,105,2,R_228329,1,0.9037949,0.9688740740740741,0.0,1.0,0.0,coarse_region_centroid
C_157360,0.0,False,-1,1,,2,,,,,,
C_157361,0.0,False,-1,1,,2,,,,,,
C_157362,0.0,False,-1,1,,2,,,,,,
C_157363,0.0,False,-1,1,,2,,,,,,
C_157507,0.8679999523162841,True,94,11,C_157508,8,0.99999994,1.0,1.0,1.0,0.0,coarse_region_centroid
C_157508,0.8679999523162841,True,94,11,C_157507,8,0.99999994,1.0,1.0,1.0,0.0,coarse_region_centroid
C_157514,0.0,False,-1,1,,10,,,,,,
C_157517,0.8556396090278384,True,111,4,C_157519,10,0.9977916,0.9998266583462673,0.8888888888888888,1.0,0.0,coarse_region_centroid
C_157518,0.8672026348310518,True,111,4,C_157520,10,0.99869084,0.9996132350950475,1.0,1.0,0.0,coarse_region_centroid
C_157519,0.8672751679710479,True,111,4,C_157520,10,0.9993221,0.9982399155159448,1.0,1.0,0.0,coarse_region_centroid
C_157520,0.8672751679710479,True,111,4,C_157519,10,0.9993221,0.9982399155159448,1.0,1.0,0.0,coarse_region_centroid
C_157521,0.6927268467377558,True,112,3,R_229777,10,0.9109975,0.75728,0.2222222222222222,1.0,0.0,coarse_region_centroid
C_157525,0.7133876432679495,True,113,4,R_157527,10,0.90092784,0.9993866666666666,0.0,1.0,0.0,coarse_region_centroid
C_157528,0.6997282965225644,True,114,18,R_275784,10,0.7373767,0.9253,0.9111111111111111,1.0,0.0,coarse_region_centroid
C_157614,0.0,False,-1,1,,7,,,,,,
C_157623,0.0,False,-1,1,,7,,,,,,
C_157643,0.0,False,-1,1,,7,,,,,,
C_157649,0.0,False,-1,1,,7,,,,,,
C_157651,0.0,False,-1,1,,7,,,,,,
C_158085,0.8599952814872657,True,120,39,C_158086,11,1.0,0.9599763478316834,1.0,1.0,0.0,coarse_region_centroid
C_158086,0.8599952814872657,True,120,39,C_158085,11,1.0,0.9599763478316834,1.0,1.0,0.0,coarse_region_centroid
C_158088,0.8487292808107576,True,120,39,C_158085,11,1.0,0.9036463444491432,1.0,1.0,0.0,coarse_region_centroid
C_158125,0.0,False,-1,1,,11,,,,,,
C_158211,0.7723339974068774,True,120,39,C_158756,11,0.86932695,0.8810208173509305,1.0,1.0,0.0,coarse_region_centroid
C_158212,0.7588534580513986,True,120,39,C_158756,11,0.80596566,0.9878617197499434,1.0,1.0,0.0,coarse_region_centroid
C_158227,0.0,False,-1,1,,11,,,,,,
C_158268,0.79698226500925,True,120,39,C_158086,11,0.8789339,0.977842992612549,1.0,1.0,0.0,coarse_region_centroid
C_158282,0.7382020270353452,True,120,39,C_158756,11,0.84815276,0.9908121572894664,0.5555555555555556,1.0,0.0,coarse_region_centroid
C_158430,0.7064506013497935,True,123,68,C_161805,11,0.88923174,0.996865613512807,0.0,1.0,0.0,coarse_region_centroid
C_158432,0.8022678597159497,True,123,68,C_161805,11,0.8805064,0.9999466491675937,1.0,1.0,0.0,coarse_region_centroid
C_158612,0.7598160060029592,True,120,39,C_158268,11,0.8142843,0.9697980478313395,1.0,1.0,0.0,coarse_region_centroid
C_158620,0.0,False,-1,1,,11,,,,,,
C_158755,0.7172940179356336,True,120,39,C_158756,11,0.8302143,0.9911584085135324,0.4444444444444444,1.0,0.0,coarse_region_centroid
C_158756,0.7763454027634125,True,120,39,C_160554,11,0.8388277,0.9849506690409089,1.0,1.0,0.0,coarse_region_centroid
C_158792,0.7680000119209289,True,125,2,R_962,11,1.0,1.0,0.0,1.0,0.0,coarse_region_centroid
C_160016,0.7942687161228092,True,126,2,C_160017,11,0.9296044,0.8249313606128255,1.0,1.0,0.0,coarse_region_centroid
C_160017,0.7942687161228092,True,126,2,C_160016,11,0.9296044,0.8249313606128255,1.0,1.0,0.0,coarse_region_centroid
C_160019,0.7992231216265324,True,123,68,C_160020,11,0.9674515,0.7678460658094439,0.9555555555555556,1.0,0.0,coarse_region_centroid
C_160020,0.7992231216265324,True,123,68,C_160019,11,0.9674515,0.7678460658094439,0.9555555555555556,1.0,0.0,coarse_region_centroid
C_160281,0.8088379815996428,True,123,68,C_160282,11,0.9658957,0.7979765648547507,1.0,1.0,0.0,coarse_region_centroid
C_160282,0.8088379815996428,True,123,68,C_160281,11,0.9658957,0.7979765648547507,1.0,1.0,0.0,coarse_region_centroid
C_160324,0.8357503338410374,True,123,68,C_160325,11,0.9529647,0.9680987551579459,1.0,1.0,0.0,coarse_region_centroid
C_160325,0.8357503338410374,True,123,68,C_160324,11,0.9529647,0.9680987551579459,1.0,1.0,0.0,coarse_region_centroid
C_160326,0.696223886300041,True,123,68,C_160020,11,0.71663725,0.9425891760765531,0.9555555555555556,1.0,0.0,coarse_region_centroid
C_160327,0.7672759539712405,True,120,39,C_160331,11,0.826372,0.9738565753047342,1.0,1.0,0.0,coarse_region_centroid
C_160328,0.750171981688621,True,123,68,C_160330,11,0.83720976,0.8585330503994342,1.0,1.0,0.0,coarse_region_centroid
C_160329,0.0,False,-1,1,,11,,,,,,
C_160330,0.750171981688621,True,123,68,C_160328,11,0.83720976,0.8585330503994342,1.0,1.0,0.0,coarse_region_centroid
C_160331,0.8048552738123224,True,120,39,C_160554,11,0.88652,0.9963462619449128,1.0,1.0,0.0,coarse_region_centroid
C_160343,0.0,False,-1,1,,7,,,,,,
C_160344,0.0,False,-1,1,,7,,,,,,
C_160345,0.0,False,-1,1,,7,,,,,,
C_160554,0.8048552738123224,True,120,39,C_160331,11,0.88652,0.9963462619449128,1.0,1.0,0.0,coarse_region_centroid
C_161190,0.8653114633906434,True,131,3,C_161194,9,0.9951796,0.9998133303466189,1.0,1.0,0.0,coarse_region_centroid
C_161192,0.8590935592700831,True,131,3,C_161194,9,0.98381615,0.9999733329066598,1.0,1.0,0.0,coarse_region_centroid
C_161194,0.8653114633906434,True,131,3,C_161190,9,0.9951796,0.9998133303466189,1.0,1.0,0.0,coarse_region_centroid
C_161319,0.0,False,-1,1,,8,,,,,,
C_161321,0.0,False,-1,1,,8,,,,,,
C_161327,0.0,False,-1,1,,8,,,,,,
C_161329,0.0,False,-1,1,,8,,,,,,
C_161331,0.0,False,-1,1,,8,,,,,,
C_161678,0.7952803783416748,True,137,44,C_161683,2,0.8677825,1.0,1.0,1.0,0.0,coarse_region_centroid
C_161679,0.6830969313174575,True,138,2,C_161680,2,0.89843273,0.8547946446091379,0.0,1.0,0.0,coarse_region_centroid
C_161680,0.6830969313174575,True,138,2,C_161679,2,0.89843273,0.8547946446091379,0.0,1.0,0.0,coarse_region_centroid
C_161681,0.792234402179718,True,137,44,C_161683,2,0.86224437,1.0,1.0,1.0,0.0,coarse_region_centroid
C_161682,0.6760651829369606,True,137,44,C_161683,2,0.88564754,0.8547951925435369,0.0,1.0,0.0,coarse_region_centroid
C_161683,0.7952803783416748,True,137,44,C_161678,2,0.8677825,1.0,1.0,1.0,0.0,coarse_region_centroid
C_161684,0.0,False,-1,1,,2,,,,,,
C_161685,0.6796684434752995,True,140,2,R_199547,2,0.7059992,0.9112888888888889,0.9111111111111111,1.0,0.0,coarse_region_centroid
C_161686,0.6801235559747485,True,141,2,R_216070,2,0.72095835,0.9390933333333333,0.7777777777777778,1.0,0.0,coarse_region_centroid
C_161802,0.8654367309212494,True,142,2,C_161803,11,1.0,0.987183595001602,1.0,1.0,0.0,coarse_region_centroid
C_161803,0.8654367309212494,True,142,2,C_161802,11,1.0,0.987183595001602,1.0,1.0,0.0,coarse_region_centroid
C_161804,0.8157189962052727,True,123,68,C_161805,11,0.9057194,0.9978666325327872,1.0,1.0,0.0,coarse_region_centroid
C_161805,0.8157189962052727,True,123,68,C_161804,11,0.9057194,0.9978666325327872,1.0,1.0,0.0,coarse_region_centroid
C_162047,0.7775778155487127,True,143,2,C_162048,11,0.9181843,0.7728822470512723,1.0,1.0,0.0,coarse_region_centroid
C_162048,0.7775778155487127,True,143,2,C_162047,11,0.9181843,0.7728822470512723,1.0,1.0,0.0,coarse_region_centroid
