Work ID,State,district,category,quantity,unit,sanction_amount,unit_cost,sor_rate,expected_cost,cost_deviation_pct,sor_match_confidence,is_anomaly_injected,Work Description,Original Category,MP Name,House,Completed Date,Has Images,Average Rating,IDA,Anomaly_Label,Anomaly_Score,Predicted_Anomaly
135647,Andhra Pradesh,CHITTOOR,Road Construction,93.96,sq_meters,497766.0,5297.83,2701.49,253822.42,0.9611,0.967,True,"Construction of CC Road From Pump House room to R&B Road Link and Markondaiah House to Venkatapuram HW end in Venkatapuram HW Village in Gundlapalli GP, Irala Mandal of Puthalapattu Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-10-25T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.07719965513148414,False
135648,Andhra Pradesh,CHITTOOR,Road Construction,221.3,sq_meters,499570.0,2257.4,2324.2,514352.3,-0.0287,0.807,False,Construction of CC Road from Nellepalli Mitta to Milk Dairy Nellepalli Mitta in Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2114276881977909,False
135649,Andhra Pradesh,CHITTOOR,Road Construction,207.65,sq_meters,490629.0,2362.72,2187.14,454168.48,0.0803,0.921,False,"Construction of CC Road from G. Nirmala House to Apparao & Hari House in Kothuru Village, Nellepalli GP of GD Nelloore Mandal and Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-03-27T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.20697041359377227,False
135650,Andhra Pradesh,CHITTOOR,Road Construction,157.0,sq_meters,499781.0,3183.36,3187.92,500496.09,-0.0014,0.892,False,Construction of CC Road from Milk Dairy to Juice Factory in Nellepalli Mitta in Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2206200441933986,False
135651,Andhra Pradesh,CHITTOOR,Road Construction,165.21,sq_meters,499782.0,3025.11,3033.49,501165.93,-0.0028,0.767,False,Construction of CC Road from G. Murali Mohan House to Bhuvaneswari House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.22085834292384454,False
135652,Andhra Pradesh,CHITTOOR,Road Construction,222.48,sq_meters,499365.0,2244.53,2246.12,499718.79,-0.0007,0.795,False,Construction of CC Road from Juice Factory to G. Murali Mohan House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2086596111894215,False
135654,Andhra Pradesh,CHITTOOR,Road Construction,193.5,sq_meters,499432.0,2580.99,2835.48,548676.5,-0.0898,0.762,False,Construction of CC Road from Peddamittapalli Road to K. Venkata Reddy House at Chinnamittapalli Village of Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.1955408564379631,False
135655,Andhra Pradesh,CHITTOOR,Road Construction,152.11,sq_meters,492402.0,3237.12,2981.73,453554.18,0.0857,0.927,False,"Construction of CC Road from Arimakulapalli Village to Aravinda(Ananda Naidu) House in Arimakulapalli Village, Dasarapalli GP in Yadamari Mandal of Puthalapattu Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-14T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.21574738371638785,False
135656,Andhra Pradesh,CHITTOOR,Road Construction,163.19,sq_meters,496981.0,3045.49,3289.96,536874.74,-0.0743,0.738,False,"Construction of CC road from Molakamadugu Village to Kotala Main Road in Molakamadugu Village, Dasarapalli GP in Yadamar Mandal of Puthalapttu Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-14T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2063395824234719,False
135772,Andhra Pradesh,KADAPA,Community Building,88.96,sq_meters,980399.0,11020.49,12000.75,1067604.58,-0.0817,0.874,False,"Completion of Incomplete community Hall in 4th ward in Vempalli (V &M), YSR District.",Normal/Others,Y S Avinash Reddy,Lok Sabha,2025-05-11T00:00:00.000Z,True,,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),1,0.12752947591698455,False
135773,Andhra Pradesh,KADAPA,Drinking Water,2.48,number,391781.0,157911.07,144688.18,358974.69,0.0914,0.751,False,"Replacement of old Pump set with accessaries and Pipe line near OHSR tank at Chinnakudala (V) of Lingal Mandal, YSR District.",Normal/Others,Y S Avinash Reddy,Lok Sabha,2025-10-18T00:00:00.000Z,True,,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),-1,-0.032666004197834164,True
136185,Andhra Pradesh,CHITTOOR,Road Construction,131.6,sq_meters,440633.0,3348.32,3253.15,428109.33,0.0293,0.759,False,Construction of CC road from Mangunta HW Continuaition Road to Diguvamangunta Village in Mangunta GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-05-01T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.21986576324704332,False
136186,Andhra Pradesh,CHITTOOR,Road Construction,182.98,sq_meters,497570.0,2719.29,2790.08,510523.83,-0.0254,0.702,False,Construction of CC Road Mangunta Anganwadi School to Mangunta New Colony via Nehru House in Mangunta Village and GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2197012051843963,False
136187,Andhra Pradesh,CHITTOOR,Road Construction,136.14,sq_meters,492138.0,3614.84,3264.13,444391.51,0.1074,0.832,False,Construction of CC Road from DBR Bailu continuation Road to Mangunta Village Road in Mangunta GP of SR Puram Mandal in GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2102467843998076,False
136188,Andhra Pradesh,CHITTOOR,Other Construction,156.54,sq_meters,488448.0,3120.34,3176.51,497240.83,-0.0177,0.943,False,Construction of Anganwadi compound wall Mangunta Village & GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.21726964390668946,False
136189,Andhra Pradesh,CHITTOOR,Road Construction,175.22,sq_meters,493611.0,2817.13,3107.56,544498.74,-0.0935,0.726,False,Construction of CC road from R&B Road to Ramesh Reddy House Mangunta Village and GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-03T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.19303206719349625,False
136190,Andhra Pradesh,CHITTOOR,Road Construction,90.14,sq_meters,299972.0,3327.96,3289.92,296543.37,0.0116,0.954,False,Construction of CC Road from Piligundlapalli Main Road to Subramanyam House connecting Road DBR Bailu Village in Mangunta GP of SR Puram Mandal in GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.21826914673838588,False
136191,Andhra Pradesh,CHITTOOR,Road Construction,175.72,sq_meters,499239.0,2841.09,2662.02,467772.21,0.0673,0.953,False,Construction of CC Road from Venkateswara Reddy House to Ramakka House in 52 Kannikapuram Village of Pillarikuppam GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.21517819638451757,False
136192,Andhra Pradesh,CHITTOOR,Road Construction,173.92,sq_meters,499013.0,2869.16,2968.62,516312.83,-0.0335,0.77,False,"Construction of CC Road from Ramakka House to Doraswami Reddy House in 52Kannikapuram Village , Pillarikuppam GP of SR Puram Mandal of GD Nelloore Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2167639188532718,False
136193,Andhra Pradesh,CHITTOOR,Road Construction,29.52,sq_meters,399807.0,13542.97,3414.92,100813.07,2.9658,0.962,True,Construction of CC Road from BT Road to Anjaneyula Naidu Houses in AM Puram Village & GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),-1,-0.06082878055676,True
136194,Andhra Pradesh,CHITTOOR,Road Construction,172.21,sq_meters,499674.0,2901.51,2788.98,480296.35,0.0403,0.948,False,"Construction of CC Road and Protection wall From GMR Puram to VPR Puram, GMR Puram GP of SR Puram Mandal of GD Nelloore Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.22050722900328257,False
136195,Andhra Pradesh,CHITTOOR,Road Construction,135.49,sq_meters,391866.0,2892.2,2831.48,383638.17,0.0214,0.896,False,Construction of CC Road and Kalvert from CP Road to LLa Convent School via Babu Reddy House in Shiva Nagar in Shiva nagar in SR Puram GP and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-05-01T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.22157811558662927,False
136196,Andhra Pradesh,CHITTOOR,Road Construction,60.87,sq_meters,199963.0,3285.13,3417.78,208037.32,-0.0388,0.949,False,Construction of CC Road from Madhava Naidu house to Yaganti Easwar Naidu House in Padhmapuram Village and GP of SR Puram Mandal of GD Nellore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.21225549484953488,False
136197,Andhra Pradesh,CHITTOOR,Other Construction,189.94,sq_meters,499822.0,2631.52,2323.87,441388.04,0.1324,0.722,False,Construction of Burrial Ground Compound Wall in Ksheerasamudram Villahe and GP in SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.19931448508961558,False
136198,Andhra Pradesh,CHITTOOR,Road Construction,152.2,sq_meters,383850.0,2522.03,2319.56,353034.07,0.0873,0.796,False,Construction of CC Road From Satyamma Temple to Subramanyam House in Thellagundlapalli Village in Bommaiahapalli GP of Vedurukuppam Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.20931810407816642,False
136202,Andhra Pradesh,CHITTOOR,Road Construction,187.49,sq_meters,492873.0,2628.73,2305.81,432327.1,0.14,0.787,False,Upgradation of Existing CC Road from Penumuru-Nendragunta Road to Challampalem Road at Thalaripallie HW of Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-24T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.19240540886203789,False
136203,Andhra Pradesh,CHITTOOR,Road Construction,138.53,sq_meters,498687.0,3599.93,3186.68,441441.12,0.1297,0.934,False,Upgradation of Existing CC road from Challampalem Road to Thalaripalli HW of Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore  Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-24T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.203746125329215,False
136204,Andhra Pradesh,CHITTOOR,Road Construction,155.22,sq_meters,489907.0,3156.15,3426.48,531868.16,-0.0789,0.926,False,Upgradation of Existing CC Road from Naidu House to Subramanyam House in Kamma Street in Penumuru Village and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.20229328438968913,False
136205,Andhra Pradesh,CHITTOOR,Road Construction,166.93,sq_meters,469820.0,2814.45,2650.08,442381.26,0.062,0.967,False,Upgradation of Existing CC Road from Shivalayam to Library in Kamma Street in Penumuru Village and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.22011523857175525,False
136493,Andhra Pradesh,TIRUPATI,Other Construction,115.07,sq_meters,487054.0,4232.7,4407.37,507153.54,-0.0396,0.787,False,"Augmentation of the PW Scheme in SC Colony of Bramhanathangal Village, Narayanavanam Mandal.",Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-07-05T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),1,0.20033667502252206,False
136494,Andhra Pradesh,TIRUPATI,Other Construction,49.4,sq_meters,223834.0,4531.5,4743.81,234321.26,-0.0448,0.842,False,Providing RO Plant to BC Welfare Hostel at Renigunta in Renigunta Mandal.,Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-01-10T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),1,0.19803384026361653,False
136495,Andhra Pradesh,TIRUPATI,Other Construction,63.45,sq_meters,300000.0,4728.11,4598.53,291778.23,0.0282,0.706,False,Providing RO Plant Machinery at Dr. B.R.Ambedkar Grukulam at Naidupeta in Naidupeta Mandal.,Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-01-02T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),1,0.20169583433341176,False
137047,Andhra Pradesh,ELURU,Other Construction,46.32,sq_meters,400000.0,8635.21,3546.27,164270.1,1.435,0.997,True,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.04291624096791591,False
137048,Andhra Pradesh,ELURU,Other Construction,175.44,sq_meters,400000.0,2279.95,2310.52,405361.92,-0.0132,0.823,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-09T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.21309064287090385,False
137049,Andhra Pradesh,ELURU,Other Construction,119.58,sq_meters,400000.0,3345.01,3280.21,392250.98,0.0198,0.867,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-09T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.21969180460635301,False
137050,Andhra Pradesh,ELURU,Other Construction,96.0,sq_meters,400000.0,4166.75,4217.29,404851.12,-0.012,0.86,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-11T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.20904181867775656,False
137051,Andhra Pradesh,ELURU,Other Construction,110.28,sq_meters,400000.0,3627.16,3219.78,355074.34,0.1265,0.817,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.2075651720760489,False
137052,Andhra Pradesh,ELURU,Other Construction,103.73,sq_meters,400000.0,3856.26,4257.7,441640.55,-0.0943,0.77,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.18567389543415413,False
137053,Andhra Pradesh,ELURU,Other Construction,78.58,sq_meters,400000.0,5090.55,4436.27,348588.14,0.1475,0.924,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-04T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.1856336323893883,False
137054,Andhra Pradesh,ELURU,Other Construction,74.84,sq_meters,400000.0,5344.55,4819.3,360688.89,0.109,0.813,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.19325034930731028,False
137055,Andhra Pradesh,ELURU,Other Construction,106.13,sq_meters,400000.0,3769.14,3887.52,412563.37,-0.0305,0.902,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-11T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.21034922444271842,False
137056,Andhra Pradesh,ELURU,Other Construction,93.98,sq_meters,400000.0,4256.17,3963.29,372474.81,0.0739,0.919,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-31T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.20705895110887756,False
137057,Andhra Pradesh,ELURU,Other Construction,145.89,sq_meters,400000.0,2741.79,2844.67,415009.91,-0.0362,0.918,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.21975006347961817,False
137058,Andhra Pradesh,ELURU,Other Construction,118.23,sq_meters,400000.0,3383.13,3190.77,377256.44,0.0603,0.724,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-24T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.21755120032625302,False
137059,Andhra Pradesh,ELURU,Other Construction,133.72,sq_meters,400000.0,2991.24,2879.19,385016.46,0.0389,0.992,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.21936286247533732,False
137060,Andhra Pradesh,ELURU,Other Construction,87.44,sq_meters,400000.0,4574.52,4697.71,410772.47,-0.0262,0.928,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.20079685133038944,False
137061,Andhra Pradesh,ELURU,Other Construction,80.2,sq_meters,400000.0,4987.73,4897.92,392797.28,0.0183,0.879,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.19209780867697013,False
137062,Andhra Pradesh,ELURU,Other Construction,190.1,sq_meters,400000.0,2104.14,2302.73,437751.78,-0.0862,0.787,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.19369926485202332,False
137063,Andhra Pradesh,ELURU,Other Construction,61.78,sq_meters,400000.0,6475.09,3016.02,186315.38,1.1469,0.745,True,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-02T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.07136334419761992,False
137064,Andhra Pradesh,ELURU,Other Construction,81.41,sq_meters,400000.0,4913.61,4531.14,368864.31,0.0844,0.938,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-31T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.19740519938381662,False
137065,Andhra Pradesh,ELURU,Other Construction,82.07,sq_meters,400000.0,4873.82,4653.64,381929.62,0.0473,0.818,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.20085706118764624,False
137066,Andhra Pradesh,ELURU,Other Construction,125.02,sq_meters,400000.0,3199.38,3306.37,413376.03,-0.0324,0.974,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-24T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.2182459250341583,False
137067,Andhra Pradesh,ELURU,Other Construction,101.17,sq_meters,400000.0,3953.69,3749.33,379324.47,0.0545,0.982,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.2124929453784279,False
