Work ID,State,district,category,quantity,unit,sanction_amount,unit_cost,sor_rate,expected_cost,cost_deviation_pct,sor_match_confidence,is_anomaly_injected,Work Description,Original Category,MP Name,House,Completed Date,Has Images,Average Rating,IDA,Anomaly_Label,Anomaly_Score,Predicted_Anomaly,latitude,longitude,image_hash,Text_Similarity_Anomaly,Geo_Cluster_Anomaly,Image_Forensic_Anomaly,Composite_Duplicate_Risk
135647,Andhra Pradesh,CHITTOOR,Road Construction,93.96,sq_meters,497766.0,5297.83,2701.49,253822.42,0.9611,0.967,True,"Construction of CC Road From Pump House room to R&B Road Link and Markondaiah House to Venkatapuram HW end in Venkatapuram HW Village in Gundlapalli GP, Irala Mandal of Puthalapattu Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-10-25T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.0771996551314841,False,18.950431296701307,95.5655879084975,5f23e3369e76e148,False,False,True,1
135648,Andhra Pradesh,CHITTOOR,Road Construction,221.3,sq_meters,499570.0,2257.4,2324.2,514352.3,-0.0287,0.807,False,Construction of CC Road from Nellepalli Mitta to Milk Dairy Nellepalli Mitta in Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2114276881977909,False,18.934071976771374,95.63962476559458,f01590df6e9fdae2,False,False,False,0
135649,Andhra Pradesh,CHITTOOR,Road Construction,207.65,sq_meters,490629.0,2362.72,2187.14,454168.48,0.0803,0.921,False,"Construction of CC Road from G. Nirmala House to Apparao & Hari House in Kothuru Village, Nellepalli GP of GD Nelloore Mandal and Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-03-27T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2069704135937722,False,18.825483541222162,95.6364979807177,270a1efee190460c,False,False,False,0
135650,Andhra Pradesh,CHITTOOR,Road Construction,157.0,sq_meters,499781.0,3183.36,3187.92,500496.09,-0.0014,0.892,False,Construction of CC Road from Milk Dairy to Juice Factory in Nellepalli Mitta in Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2206200441933986,False,18.76906497351661,95.58996886158398,243be7d2f6d4b228,False,False,False,0
135651,Andhra Pradesh,CHITTOOR,Road Construction,165.21,sq_meters,499782.0,3025.11,3033.49,501165.93,-0.0028,0.767,False,Construction of CC Road from G. Murali Mohan House to Bhuvaneswari House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2208583429238445,False,18.807665214031054,95.49482826304302,e66ff3a111349c1b,False,False,False,0
135652,Andhra Pradesh,CHITTOOR,Road Construction,222.48,sq_meters,499365.0,2244.53,2246.12,499718.79,-0.0007,0.795,False,Construction of CC Road from Juice Factory to G. Murali Mohan House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2086596111894215,False,18.777054086899355,95.6099726410632,78b1422bd38070aa,False,False,False,0
135654,Andhra Pradesh,CHITTOOR,Road Construction,193.5,sq_meters,499432.0,2580.99,2835.48,548676.5,-0.0898,0.762,False,Construction of CC Road from Peddamittapalli Road to K. Venkata Reddy House at Chinnamittapalli Village of Nellepalli GP of GD Nelloore Mandal and Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.1955408564379631,False,18.829638439327127,95.61566824019332,0f95c9999bba0179,False,False,False,0
135655,Andhra Pradesh,CHITTOOR,Road Construction,152.11,sq_meters,492402.0,3237.12,2981.73,453554.18,0.0857,0.927,False,"Construction of CC Road from Arimakulapalli Village to Aravinda(Ananda Naidu) House in Arimakulapalli Village, Dasarapalli GP in Yadamari Mandal of Puthalapattu Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-14T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2157473837163878,False,18.774734714733302,95.53377295345369,c8f92f9ba76f4a15,False,False,False,0
135656,Andhra Pradesh,CHITTOOR,Road Construction,163.19,sq_meters,496981.0,3045.49,3289.96,536874.74,-0.0743,0.738,False,"Construction of CC road from Molakamadugu Village to Kotala Main Road in Molakamadugu Village, Dasarapalli GP in Yadamar Mandal of Puthalapttu Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-14T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2063395824234719,False,18.86956170504858,95.62885951885536,8690ea43132350f5,False,False,False,0
135772,Andhra Pradesh,KADAPA,Community Building,88.96,sq_meters,980399.0,11020.49,12000.75,1067604.58,-0.0817,0.874,False,"Completion of Incomplete community Hall in 4th ward in Vempalli (V &M), YSR District.",Normal/Others,Y S Avinash Reddy,Lok Sabha,2025-05-11T00:00:00.000Z,True,,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),1,0.1275294759169845,False,29.19157481311716,85.38627431700147,bdf13484e4c52161,False,False,False,0
135773,Andhra Pradesh,KADAPA,Drinking Water,2.48,number,391781.0,157911.07,144688.18,358974.69,0.0914,0.751,False,"Replacement of old Pump set with accessaries and Pipe line near OHSR tank at Chinnakudala (V) of Lingal Mandal, YSR District.",Normal/Others,Y S Avinash Reddy,Lok Sabha,2025-10-18T00:00:00.000Z,True,,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),-1,-0.0326660041978341,True,29.305019862177982,85.38426867935053,c59a641d8e68432d,False,False,False,0
136185,Andhra Pradesh,CHITTOOR,Road Construction,131.6,sq_meters,440633.0,3348.32,3253.15,428109.33,0.0293,0.759,False,Construction of CC road from Mangunta HW Continuaition Road to Diguvamangunta Village in Mangunta GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-05-01T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2198657632470433,False,18.80825534152424,95.47559504219888,854755f332eff37c,False,False,False,0
136186,Andhra Pradesh,CHITTOOR,Road Construction,182.98,sq_meters,497570.0,2719.29,2790.08,510523.83,-0.0254,0.702,False,Construction of CC Road Mangunta Anganwadi School to Mangunta New Colony via Nehru House in Mangunta Village and GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2197012051843963,False,18.9356832213537,95.47496876805765,9993c7ed45440397,False,False,False,0
136187,Andhra Pradesh,CHITTOOR,Road Construction,136.14,sq_meters,492138.0,3614.84,3264.13,444391.51,0.1074,0.832,False,Construction of CC Road from DBR Bailu continuation Road to Mangunta Village Road in Mangunta GP of SR Puram Mandal in GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2102467843998076,False,18.936603781110353,95.57650231269301,6375561fe8816167,False,False,False,0
136188,Andhra Pradesh,CHITTOOR,Other Construction,156.54,sq_meters,488448.0,3120.34,3176.51,497240.83,-0.0177,0.943,False,Construction of Anganwadi compound wall Mangunta Village & GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2172696439066894,False,18.949476986276093,95.6304715330423,1d5ab915300287d3,False,False,True,1
136189,Andhra Pradesh,CHITTOOR,Road Construction,175.22,sq_meters,493611.0,2817.13,3107.56,544498.74,-0.0935,0.726,False,Construction of CC road from R&B Road to Ramesh Reddy House Mangunta Village and GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-03T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.1930320671934962,False,18.96125026868018,95.54085724897791,26f7752555979078,False,False,False,0
136190,Andhra Pradesh,CHITTOOR,Road Construction,90.14,sq_meters,299972.0,3327.96,3289.92,296543.37,0.0116,0.954,False,Construction of CC Road from Piligundlapalli Main Road to Subramanyam House connecting Road DBR Bailu Village in Mangunta GP of SR Puram Mandal in GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2182691467383858,False,18.91510110435974,95.55110106860941,a2c11077f9e0ab42,False,False,False,0
136191,Andhra Pradesh,CHITTOOR,Road Construction,175.72,sq_meters,499239.0,2841.09,2662.02,467772.21,0.0673,0.953,False,Construction of CC Road from Venkateswara Reddy House to Ramakka House in 52 Kannikapuram Village of Pillarikuppam GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2151781963845175,False,18.857638570634293,95.59621597853125,f830846086215c33,False,False,False,0
136192,Andhra Pradesh,CHITTOOR,Road Construction,173.92,sq_meters,499013.0,2869.16,2968.62,516312.83,-0.0335,0.77,False,"Construction of CC Road from Ramakka House to Doraswami Reddy House in 52Kannikapuram Village , Pillarikuppam GP of SR Puram Mandal of GD Nelloore Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2167639188532718,False,18.93639886941078,95.66753157972742,6b574271d6c12b0d,False,False,False,0
136193,Andhra Pradesh,CHITTOOR,Road Construction,29.52,sq_meters,399807.0,13542.97,3414.92,100813.07,2.9658,0.962,True,Construction of CC Road from BT Road to Anjaneyula Naidu Houses in AM Puram Village & GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),-1,-0.06082878055676,True,18.915401685566213,95.55433713474153,98ece09649a63d1e,False,False,True,1
136194,Andhra Pradesh,CHITTOOR,Road Construction,172.21,sq_meters,499674.0,2901.51,2788.98,480296.35,0.0403,0.948,False,"Construction of CC Road and Protection wall From GMR Puram to VPR Puram, GMR Puram GP of SR Puram Mandal of GD Nelloore Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2205072290032825,False,18.845934847028925,95.61823134620535,861d9b8006d96e89,False,False,False,0
136195,Andhra Pradesh,CHITTOOR,Road Construction,135.49,sq_meters,391866.0,2892.2,2831.48,383638.17,0.0214,0.896,False,Construction of CC Road and Kalvert from CP Road to LLa Convent School via Babu Reddy House in Shiva Nagar in Shiva nagar in SR Puram GP and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-05-01T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2215781155866292,False,18.80941887572717,95.49280970851385,2bf2586efd11db2d,False,False,False,0
136196,Andhra Pradesh,CHITTOOR,Road Construction,60.87,sq_meters,199963.0,3285.13,3417.78,208037.32,-0.0388,0.949,False,Construction of CC Road from Madhava Naidu house to Yaganti Easwar Naidu House in Padhmapuram Village and GP of SR Puram Mandal of GD Nellore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2122554948495348,False,18.832587878101666,95.52816268421839,de0572ae952c7209,False,False,False,0
136197,Andhra Pradesh,CHITTOOR,Other Construction,189.94,sq_meters,499822.0,2631.52,2323.87,441388.04,0.1324,0.722,False,Construction of Burrial Ground Compound Wall in Ksheerasamudram Villahe and GP in SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.1993144850896155,False,18.82092507066471,95.51743643609755,7150eb4d4318b0c3,False,False,False,0
136198,Andhra Pradesh,CHITTOOR,Road Construction,152.2,sq_meters,383850.0,2522.03,2319.56,353034.07,0.0873,0.796,False,Construction of CC Road From Satyamma Temple to Subramanyam House in Thellagundlapalli Village in Bommaiahapalli GP of Vedurukuppam Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2093181040781664,False,18.770082084500785,95.47428967283425,4aef6ecfdcd068eb,False,False,False,0
136202,Andhra Pradesh,CHITTOOR,Road Construction,187.49,sq_meters,492873.0,2628.73,2305.81,432327.1,0.14,0.787,False,Upgradation of Existing CC Road from Penumuru-Nendragunta Road to Challampalem Road at Thalaripallie HW of Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-24T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.1924054088620378,False,18.95920792452072,95.55626951263474,777d32c3c5698e1d,False,False,False,0
136203,Andhra Pradesh,CHITTOOR,Road Construction,138.53,sq_meters,498687.0,3599.93,3186.68,441441.12,0.1297,0.934,False,Upgradation of Existing CC road from Challampalem Road to Thalaripalli HW of Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore  Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-24T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.203746125329215,False,18.83852877600545,95.60664434242618,38b04ffa6bc5cad2,False,False,False,0
136204,Andhra Pradesh,CHITTOOR,Road Construction,155.22,sq_meters,489907.0,3156.15,3426.48,531868.16,-0.0789,0.926,False,Upgradation of Existing CC Road from Naidu House to Subramanyam House in Kamma Street in Penumuru Village and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2022932843896891,False,18.805314224146525,95.66070712267761,21ffde179146fd50,False,False,False,0
136205,Andhra Pradesh,CHITTOOR,Road Construction,166.93,sq_meters,469820.0,2814.45,2650.08,442381.26,0.062,0.967,False,Upgradation of Existing CC Road from Shivalayam to Library in Kamma Street in Penumuru Village and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),1,0.2201152385717552,False,18.918932449456623,95.48859708635003,04c90c207b844742,False,False,False,0
136493,Andhra Pradesh,TIRUPATI,Other Construction,115.07,sq_meters,487054.0,4232.7,4407.37,507153.54,-0.0396,0.787,False,"Augmentation of the PW Scheme in SC Colony of Bramhanathangal Village, Narayanavanam Mandal.",Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-07-05T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),1,0.200336675022522,False,12.508056727987645,72.59966475126231,bcd5f607723a27e9,False,False,False,0
136494,Andhra Pradesh,TIRUPATI,Other Construction,49.4,sq_meters,223834.0,4531.5,4743.81,234321.26,-0.0448,0.842,False,Providing RO Plant to BC Welfare Hostel at Renigunta in Renigunta Mandal.,Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-01-10T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),1,0.1980338402636165,False,12.613486977288941,72.51732139199986,f7f9a3ee83bf2e7e,False,False,False,0
136495,Andhra Pradesh,TIRUPATI,Other Construction,63.45,sq_meters,300000.0,4728.11,4598.53,291778.23,0.0282,0.706,False,Providing RO Plant Machinery at Dr. B.R.Ambedkar Grukulam at Naidupeta in Naidupeta Mandal.,Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-01-02T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),1,0.2016958343334117,False,12.547222850672801,72.45724787896829,2e581a53d24c1e4c,False,False,True,1
137047,Andhra Pradesh,ELURU,Other Construction,46.32,sq_meters,400000.0,8635.21,3546.27,164270.1,1.435,0.997,True,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.0429162409679159,False,9.782606319919577,93.065540079346,b8b269b1ec309415,True,False,True,2
137048,Andhra Pradesh,ELURU,Other Construction,175.44,sq_meters,400000.0,2279.95,2310.52,405361.92,-0.0132,0.823,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-09T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.2130906428709038,False,9.77297110770481,93.1490375572716,6974ce7a4f70d6b9,True,False,False,1
137049,Andhra Pradesh,ELURU,Other Construction,119.58,sq_meters,400000.0,3345.01,3280.21,392250.98,0.0198,0.867,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-09T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.219691804606353,False,9.705972111853557,93.12164592967642,b4a748c323d328b6,True,False,False,1
137050,Andhra Pradesh,ELURU,Other Construction,96.0,sq_meters,400000.0,4166.75,4217.29,404851.12,-0.012,0.86,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-11T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.2090418186777565,False,9.630558715221337,93.05441383387422,c601982fdde5ed70,True,False,False,1
137051,Andhra Pradesh,ELURU,Other Construction,110.28,sq_meters,400000.0,3627.16,3219.78,355074.34,0.1265,0.817,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.2075651720760489,False,9.62852199469182,93.05639587990197,635ff2e5130c17db,True,False,False,1
137052,Andhra Pradesh,ELURU,Other Construction,103.73,sq_meters,400000.0,3856.26,4257.7,441640.55,-0.0943,0.77,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.1856738954341541,False,9.740341647591135,93.08913327930647,3fbecad1d96ef05d,True,False,False,1
137053,Andhra Pradesh,ELURU,Other Construction,78.58,sq_meters,400000.0,5090.55,4436.27,348588.14,0.1475,0.924,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-04T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.1856336323893883,False,9.595993288190463,93.21292875350129,63cde802ddc94cad,True,False,False,1
137054,Andhra Pradesh,ELURU,Other Construction,74.84,sq_meters,400000.0,5344.55,4819.3,360688.89,0.109,0.813,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.1932503493073102,False,9.761181929870471,93.20465868411216,e70e3b5045528c0d,True,False,False,1
137055,Andhra Pradesh,ELURU,Other Construction,106.13,sq_meters,400000.0,3769.14,3887.52,412563.37,-0.0305,0.902,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-11T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.2103492244427184,False,9.783406317407072,93.05388727731702,8fc4105526e20578,True,False,False,1
137056,Andhra Pradesh,ELURU,Other Construction,93.98,sq_meters,400000.0,4256.17,3963.29,372474.81,0.0739,0.919,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-31T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA),1,0.2070589511088775,False,9.663673156658316,93.17075592261394,92c6765576812d69,True,False,False,1
