Work ID,State,district,category,quantity,unit,sanction_amount,unit_cost,sor_rate,expected_cost,cost_deviation_pct,sor_match_confidence,is_anomaly_injected,Work Description,Original Category,MP Name,House,Completed Date,Has Images,Average Rating,IDA
136185,Andhra Pradesh,CHITTOOR,Road Construction,131.6,sq_meters,440633.0,3348.32,3253.15,428109.33,0.0293,0.759,False,Construction of CC road from Mangunta HW Continuaition Road to Diguvamangunta Village in Mangunta GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-05-01T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136186,Andhra Pradesh,CHITTOOR,Road Construction,182.98,sq_meters,497570.0,2719.29,2790.08,510523.83,-0.0254,0.702,False,Construction of CC Road Mangunta Anganwadi School to Mangunta New Colony via Nehru House in Mangunta Village and GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136187,Andhra Pradesh,CHITTOOR,Road Construction,136.14,sq_meters,492138.0,3614.84,3264.13,444391.51,0.1074,0.832,False,Construction of CC Road from DBR Bailu continuation Road to Mangunta Village Road in Mangunta GP of SR Puram Mandal in GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136188,Andhra Pradesh,CHITTOOR,Other Construction,156.54,sq_meters,488448.0,3120.34,3176.51,497240.83,-0.0177,0.943,False,Construction of Anganwadi compound wall Mangunta Village & GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136189,Andhra Pradesh,CHITTOOR,Road Construction,175.22,sq_meters,493611.0,2817.13,3107.56,544498.74,-0.0935,0.726,False,Construction of CC road from R&B Road to Ramesh Reddy House Mangunta Village and GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-03T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136190,Andhra Pradesh,CHITTOOR,Road Construction,90.14,sq_meters,299972.0,3327.96,3289.92,296543.37,0.0116,0.954,False,Construction of CC Road from Piligundlapalli Main Road to Subramanyam House connecting Road DBR Bailu Village in Mangunta GP of SR Puram Mandal in GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136191,Andhra Pradesh,CHITTOOR,Road Construction,175.72,sq_meters,499239.0,2841.09,2662.02,467772.21,0.0673,0.953,False,Construction of CC Road from Venkateswara Reddy House to Ramakka House in 52 Kannikapuram Village of Pillarikuppam GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136192,Andhra Pradesh,CHITTOOR,Road Construction,173.92,sq_meters,499013.0,2869.16,2968.62,516312.83,-0.0335,0.77,False,"Construction of CC Road from Ramakka House to Doraswami Reddy House in 52Kannikapuram Village , Pillarikuppam GP of SR Puram Mandal of GD Nelloore Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136193,Andhra Pradesh,CHITTOOR,Road Construction,29.52,sq_meters,399807.0,13542.97,3414.92,100813.07,2.9658,0.962,True,Construction of CC Road from BT Road to Anjaneyula Naidu Houses in AM Puram Village & GP of SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136194,Andhra Pradesh,CHITTOOR,Road Construction,172.21,sq_meters,499674.0,2901.51,2788.98,480296.35,0.0403,0.948,False,"Construction of CC Road and Protection wall From GMR Puram to VPR Puram, GMR Puram GP of SR Puram Mandal of GD Nelloore Constituency.",Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136195,Andhra Pradesh,CHITTOOR,Road Construction,135.49,sq_meters,391866.0,2892.2,2831.48,383638.17,0.0214,0.896,False,Construction of CC Road and Kalvert from CP Road to LLa Convent School via Babu Reddy House in Shiva Nagar in Shiva nagar in SR Puram GP and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-05-01T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136196,Andhra Pradesh,CHITTOOR,Road Construction,60.87,sq_meters,199963.0,3285.13,3417.78,208037.32,-0.0388,0.949,False,Construction of CC Road from Madhava Naidu house to Yaganti Easwar Naidu House in Padhmapuram Village and GP of SR Puram Mandal of GD Nellore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-07T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136197,Andhra Pradesh,CHITTOOR,Other Construction,189.94,sq_meters,499822.0,2631.52,2323.87,441388.04,0.1324,0.722,False,Construction of Burrial Ground Compound Wall in Ksheerasamudram Villahe and GP in SR Puram Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-19T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136198,Andhra Pradesh,CHITTOOR,Road Construction,152.2,sq_meters,383850.0,2522.03,2319.56,353034.07,0.0873,0.796,False,Construction of CC Road From Satyamma Temple to Subramanyam House in Thellagundlapalli Village in Bommaiahapalli GP of Vedurukuppam Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136202,Andhra Pradesh,CHITTOOR,Road Construction,187.49,sq_meters,492873.0,2628.73,2305.81,432327.1,0.14,0.787,False,Upgradation of Existing CC Road from Penumuru-Nendragunta Road to Challampalem Road at Thalaripallie HW of Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-24T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136203,Andhra Pradesh,CHITTOOR,Road Construction,138.53,sq_meters,498687.0,3599.93,3186.68,441441.12,0.1297,0.934,False,Upgradation of Existing CC road from Challampalem Road to Thalaripalli HW of Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore  Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2024-12-24T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136204,Andhra Pradesh,CHITTOOR,Road Construction,155.22,sq_meters,489907.0,3156.15,3426.48,531868.16,-0.0789,0.926,False,Upgradation of Existing CC Road from Naidu House to Subramanyam House in Kamma Street in Penumuru Village and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136205,Andhra Pradesh,CHITTOOR,Road Construction,166.93,sq_meters,469820.0,2814.45,2650.08,442381.26,0.062,0.967,False,Upgradation of Existing CC Road from Shivalayam to Library in Kamma Street in Penumuru Village and Mandal of GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,Lok Sabha,2025-01-20T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
136493,Andhra Pradesh,TIRUPATI,Other Construction,115.07,sq_meters,487054.0,4232.7,4407.37,507153.54,-0.0396,0.787,False,"Augmentation of the PW Scheme in SC Colony of Bramhanathangal Village, Narayanavanam Mandal.",Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-07-05T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)
136494,Andhra Pradesh,TIRUPATI,Other Construction,49.4,sq_meters,223834.0,4531.5,4743.81,234321.26,-0.0448,0.842,False,Providing RO Plant to BC Welfare Hostel at Renigunta in Renigunta Mandal.,Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-01-10T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)
136495,Andhra Pradesh,TIRUPATI,Other Construction,63.45,sq_meters,300000.0,4728.11,4598.53,291778.23,0.0282,0.706,False,Providing RO Plant Machinery at Dr. B.R.Ambedkar Grukulam at Naidupeta in Naidupeta Mandal.,Normal/Others,Maddila Gurumoorthy,Lok Sabha,2025-01-02T00:00:00.000Z,True,,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)
137047,Andhra Pradesh,ELURU,Other Construction,46.32,sq_meters,400000.0,8635.21,3546.27,164270.1,1.435,0.997,True,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137048,Andhra Pradesh,ELURU,Other Construction,175.44,sq_meters,400000.0,2279.95,2310.52,405361.92,-0.0132,0.823,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-09T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137049,Andhra Pradesh,ELURU,Other Construction,119.58,sq_meters,400000.0,3345.01,3280.21,392250.98,0.0198,0.867,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-09T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137050,Andhra Pradesh,ELURU,Other Construction,96.0,sq_meters,400000.0,4166.75,4217.29,404851.12,-0.012,0.86,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-12-11T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137051,Andhra Pradesh,ELURU,Other Construction,110.28,sq_meters,400000.0,3627.16,3219.78,355074.34,0.1265,0.817,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137052,Andhra Pradesh,ELURU,Other Construction,103.73,sq_meters,400000.0,3856.26,4257.7,441640.55,-0.0943,0.77,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-22T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137053,Andhra Pradesh,ELURU,Other Construction,78.58,sq_meters,400000.0,5090.55,4436.27,348588.14,0.1475,0.924,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-04T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137054,Andhra Pradesh,ELURU,Other Construction,74.84,sq_meters,400000.0,5344.55,4819.3,360688.89,0.109,0.813,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137055,Andhra Pradesh,ELURU,Other Construction,106.13,sq_meters,400000.0,3769.14,3887.52,412563.37,-0.0305,0.902,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-11T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137056,Andhra Pradesh,ELURU,Other Construction,93.98,sq_meters,400000.0,4256.17,3963.29,372474.81,0.0739,0.919,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-31T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137057,Andhra Pradesh,ELURU,Other Construction,145.89,sq_meters,400000.0,2741.79,2844.67,415009.91,-0.0362,0.918,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137058,Andhra Pradesh,ELURU,Other Construction,118.23,sq_meters,400000.0,3383.13,3190.77,377256.44,0.0603,0.724,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-24T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137059,Andhra Pradesh,ELURU,Other Construction,133.72,sq_meters,400000.0,2991.24,2879.19,385016.46,0.0389,0.992,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137060,Andhra Pradesh,ELURU,Other Construction,87.44,sq_meters,400000.0,4574.52,4697.71,410772.47,-0.0262,0.928,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137061,Andhra Pradesh,ELURU,Other Construction,80.2,sq_meters,400000.0,4987.73,4897.92,392797.28,0.0183,0.879,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137062,Andhra Pradesh,ELURU,Other Construction,190.1,sq_meters,400000.0,2104.14,2302.73,437751.78,-0.0862,0.787,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137063,Andhra Pradesh,ELURU,Other Construction,61.78,sq_meters,400000.0,6475.09,3016.02,186315.38,1.1469,0.745,True,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-02T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137064,Andhra Pradesh,ELURU,Other Construction,81.41,sq_meters,400000.0,4913.61,4531.14,368864.31,0.0844,0.938,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-31T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137065,Andhra Pradesh,ELURU,Other Construction,82.07,sq_meters,400000.0,4873.82,4653.64,381929.62,0.0473,0.818,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137066,Andhra Pradesh,ELURU,Other Construction,125.02,sq_meters,400000.0,3199.38,3306.37,413376.03,-0.0324,0.974,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-24T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137067,Andhra Pradesh,ELURU,Other Construction,101.17,sq_meters,400000.0,3953.69,3749.33,379324.47,0.0545,0.982,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137068,Andhra Pradesh,ELURU,Other Construction,110.95,sq_meters,400000.0,3605.28,3178.84,352687.39,0.1341,0.717,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-24T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137069,Andhra Pradesh,ELURU,Other Construction,91.98,sq_meters,400000.0,4348.58,3919.86,360564.91,0.1094,0.874,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-31T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137070,Andhra Pradesh,ELURU,Other Construction,105.8,sq_meters,400000.0,3780.61,3861.17,408524.19,-0.0209,0.815,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-05-25T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
137071,Andhra Pradesh,ELURU,Other Construction,99.23,sq_meters,400000.0,4031.21,4209.86,417726.81,-0.0424,0.823,False,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Normal/Others,Putta Mahesh Kumar,Lok Sabha,2025-06-03T00:00:00.000Z,True,,Eluru(DISTRICT COLLECTOR ELURU_IDA)
